620000000000	103.83732	36.05426
620100000000	103.82822	36.07035
620102000000	103.83326	36.07744
620103000000	103.78495	36.06585
620104000000	103.61836	36.10214
620105000000	103.70716	36.1007
620111000000	102.85462	36.34566
620121000000	103.83555	36.05485
620122000000	103.946	36.33254
620123000000	104.11501	35.84221
620195000000	103.63255	36.49497
620196000000	102.86448	36.3403
620197000000	103.6012	36.11582
620198000000	103.64002	36.10932
620199000000	103.86485	36.07017
620200000000	98.21633	39.80075
620297000000	98.29044	39.77189
620298000000	98.28279	39.77509
620299000000	98.27865	39.79741
620300000000	102.20802	38.51972
620302000000	102.19619	38.55455
620321000000	101.96568	38.24943
620399000000	102.17907	38.50473
620400000000	104.13504	36.54635
620402000000	104.17044	36.54695
620403000000	104.82701	36.72645
620421000000	104.68457	36.56596
620422000000	105.02871	35.70832
620423000000	104.07201	37.18896
620498000000	104.84375	36.72068
620499000000	104.19665	36.55517
620500000000	105.74203	34.57612
620502000000	105.74159	34.57602
620503000000	105.89736	34.54444
620521000000	106.11819	34.75538
620522000000	105.66632	34.86112
620523000000	105.33056	34.73762
620524000000	104.91781	34.72764
620525000000	106.20782	34.99316
620600000000	102.61474	37.94407
620602000000	102.61621	37.94532
620621000000	103.08853	38.61576
620622000000	102.8952	37.48444
620623000000	103.14609	36.97019
620700000000	100.5	38.92968
620702000000	100.45237	38.93286
620721000000	99.61387	38.83469
620722000000	100.82543	38.43531
620723000000	100.17029	39.14586
620724000000	99.81777	39.37657
620725000000	101.09225	38.77788
620800000000	106.66474	35.54069
620802000000	106.67462	35.54047
620821000000	107.36279	35.33296
620822000000	107.59149	35.07106
620823000000	107.01556	35.30436
620824000000	106.63131	35.20783
620825000000	106.04962	35.21244
620826000000	105.72949	35.5225
620900000000	95.90673	41.28442
620902000000	98.51174	39.73518
620921000000	98.9027	39.98352
620922000000	95.82212	40.49181
620923000000	94.87542	39.51316
620924000000	98.53125	39.80468
620981000000	97.04122	40.28529
620982000000	94.65884	40.14082
621000000000	107.64132	35.72999
621002000000	107.6527	35.71403
621021000000	107.88494	36.00083
621022000000	107.30351	36.5726
621023000000	107.98814	36.46494
621024000000	108.01538	35.81236
621025000000	108.3585	49363
621026000000	107.9223	35.50386
621027000000	107.20117	35.67285
621100000000	104.73437	35.60156
621102000000	104.62158	35.58504
621121000000	105.25274	35.20555
621122000000	104.63301	35.00927
621123000000	104.20333	35.13179
621124000000	103.85952	35.37623
621125000000	104.48241	34.79882
621126000000	104.06171	34.44347
621200000000	104.92862	33.39089
621202000000	104.9235	33.39408
621221000000	105.73364	33.75914
621222000000	104.69302	32.93391
621223000000	104.39068	34.04756
621224000000	105.58856	33.33019
621225000000	105.29521	34.01168
621226000000	105.21127	34.19322
621227000000	106.08729	33.75787
621228000000	106.30189	33.90935
622900000000	103.22018	35.59939
622901000000	103.23782	35.59879
622921000000	102.99301	35.4925
622922000000	103.70556	35.3696
622923000000	103.28023	35.95995
622924000000	103.5704	35.49076
622925000000	103.35266	35.438
622926000000	103.38244	35.66401
622927000000	35.72111	102.87561
623000000000	102.90814	34.98919
623001000000	102.90708	34.99286
623021000000	103.35562	34.6898
623022000000	103.536	34.55917
623023000000	104.25389	33.80419
623024000000	103.22298	34.05673
623025000000	102.06138	33.99876
623026000000	102.57031	34.54882
623027000000	102.51708	35.19213
